Persona,legislatura,graduated
Maria_Pia_Dal_Canton,3,yes
Maria_Pia_Dal_Canton,4,yes
Elena_Gatti_Caporaso,2,yes
Grazia_Giuntoli,1,yes
Rossana_Rossanda,4,yes
Ersilia_Salvato,7,yes
Ersilia_Salvato,8,yes
Maria_Luisa_Galli,7,yes
Maria_Luisa_Galli,8,yes
Marcella_Balconi,4,yes
Aurelia_Benco,8,yes
Anna_Maria_Castelli,8,yes
Valentina_Lanfranchi,8,yes
Valentina_Lanfranchi,9,yes
Maria_Antonietta_Macciocchi,5,yes
Maria_Antonietta_Macciocchi,8,yes
Vera_Squarcialupi_Giuffrida,8,yes
Anna_Maria_Vietti,8,yes
Licia_Badesi,9,yes
Giovanna_Bochicchio,9,yes
Adriana_Fabbri,6,yes
Adriana_Fabbri,7,yes
Adriana_Fabbri,8,yes
Adriana_Fabbri,9,yes
Mary_Chiesa_Tibaldi,1,yes
Lina_Cecchini,1,yes
Gina_Martini_Fanoli,1,yes
Maria_Pucci,1,yes
Maria_Rosaria_Carfagna,15,yes
Maria_Rosaria_Carfagna,16,yes
Maria_Rosaria_Carfagna,17,yes
Maria_Rosaria_Carfagna,19,yes
Maria_Rosaria_Carfagna,18,yes
Giulia_Cosenza,15,yes
